"genres";"plays";"danceability";"artist_plays_previous_month"
"HipHop,World";10;0.704;465
"Soundtrack";2;0.212;1379
"Soundtrack";1;0.181;1379
"Alternative";6;0.568;0
"Rock";21;0.266;6
"Alternative,Rock";1;0.796;1
"Alternative,Folk";2;0.478;62
"World";3;0.619;38
"Rock";1;0.443;1
"Electronic";26;0.801;162
"SpokenWord";6;0.718;10936
"Pop,Rock";4;0.516;13
"Folk";896;0.548;2463
"Vocal";1;0.713;66
"Electronic";9;0.274;NA
"Dance";5576;0.686;44841
"Electronic";4;0.789;NA
"Jazz,Rock";14;0.556;61
"Rock";4;0.467;2
"Electronic";10;0.227;NA
"Pop";1;0.667;NA
"Alternative,Electronic";21;0.164;6
"Rock";1;0.574;NA
"Alternative";11;0.433;11
"Pop,Rock";518;0.395;0
"Rock";1;0.257;3
"Alternative";13;0.427;46
"Alternative";3;0.127;2
"AudioBooks,SpokenWord";153;0.614;320
"SpokenWord";16;0.624;6036
"Electronic";1;0.46;NA
"Pop";5299;0.732;66790
"Rock";1;0.541;NA
"NewAge";2;0.787;30263
"Holiday";229;0.702;99987
"Alternative";1;0.189;2
"Electronic,Pop";1976;0.691;1602
"HipHop";242;0.809;1249
"NewAge,World";20;0.208;98
"Alternative,Electronic";6;0.088;11
"Rock";3;0.476;NA
"Pop";124;0.651;35041
"Pop";57;0.412;NA
"Pop";26;0.652;NA
"Pop";119735;0.854;76914
"Pop";30;0.34;1
"Rock";11;0.515;NA
"Rock";2;0.545;NA
"Rock";3;0.521;NA
"Pop";46;0.492;779
"Classical";336;0.316;0
"Alternative,Rock";567;0.252;NA
"Rock";1;0.353;156
"Alternative";26;0.278;27
"Dance,Electronic";6;0.669;19
"Alternative,Pop";4;0.531;5
"Alternative";4;0.536;7
"Electronic";2;0.345;NA
"Folk,World";23;0.264;40
"Alternative,Rock";3;0.695;83
"Alternative";770;0.482;113
"Alternative";1;0.262;NA
"Rock";16;0.261;21
"Electronic,NewAge";16;0.252;1786
"Electronic";1;0.553;5
"Blues,Country";7;0.692;289
"Electronic";68;0.404;219
"Pop,Rock";65;0.534;0
"RnbAndSoul";6027;0.679;6295
"Electronic,Jazz";101;0.676;0
"World";35;0.266;245
"Alternative";39;0.538;298
"Alternative,Pop";4;0.729;5
"Country";605;0.57;0
"Rock";67;0.359;1
"HipHop";1;0.662;NA
"Pop,Rock";434;0.657;0
"Alternative,Country";15;0.424;20
"Alternative";193;0.269;159
"Dance,Pop";120;0.674;137
"Alternative,Electronic";68;0.47;141
"Rock";115;0.326;NA
"Rock";6;0.313;58
"Rock";76;0.284;NA
"NewAge";390;0.507;2
"Folk";41;0.531;589
"Alternative,Rock";144;0.274;0
"Rock";5;0.737;2
"Folk,Rock";134;0.625;389
"NewAge";27;0.298;0
"Dance,Electronic";46;0.813;8371
"Rock";24;0.549;40
"HipHop";11;0.856;136
"Rock";1;0.273;NA
"Electronic";7;0.911;35
"Folk,Rock";8;0.674;211
"HipHop";65;0.59;0
"Alternative,Rock";1;0.61;21
"Electronic";7;0.694;81
"Electronic";30607;0.669;NA
"Rock";2;0.172;NA
"AudioBooks,SpokenWord";171;0.51;0
"Rock";25;0.844;119
"Alternative,Folk";413;0.407;0
"Pop";971;0.584;381
"Country";76;0.634;NA
"Soundtrack";3;0.633;26
"Folk";3;0.429;97
"Alternative,Rock";2;0.529;111
"Alternative,Pop";9557;0.699;23493
"Pop,Rock";331;0.367;0
"Electronic";6;0.664;3
"Alternative,Pop";15;0.518;NA
"Alternative,Pop";1;0.371;0
"Alternative";1;0.544;34
"Pop";12532;0.657;1684689
"World";1;0.524;NA
"HipHop";9;0.829;NA
"Rock";1;0.12;7
"Pop,Rock";50;0.509;953
"Pop,Rock";73;0.461;78
"Rock";2;0.44;NA
"Pop,Rock";5;0.436;8
"Pop,Rock";9;0.447;9
"HipHop";11;0.608;NA
"Electronic";2;0.145;6
"Dance";1044;0.767;207591
"Alternative,Rock";26;0.162;42
"Alternative,Rock";8;0.495;NA
"Alternative";3;0.474;77
"Blues";10;0.465;0
"Rock";214;0.73;828
"SpokenWord";5;0.689;36
"Alternative";1;0.683;NA
"Folk,Jazz";1;0.304;51
"Alternative";16;0.644;NA
"Rock";24657;0.172;710312
"Pop,Rock";1;0.55;5
"Rock";2;0.436;NA
"Rock";348;0.18;NA
"AudioBooks,SpokenWord";143;0.679;7558
"Alternative";126;0.594;3
"Alternative";26;0.568;703
"Electronic";3;0.674;39
"Vocal";6;0.279;0
"Dance,Electronic";1;0.708;2
"Jazz,World";4;0.355;3
"Dance";4494;0.478;5096
"NewAge";5;0.148;NA
"Electronic";38;0.625;NA
"Pop";1;0.54;10
"Alternative,Rock";1;0.715;NA
"Rock";100;0.523;49
"Pop,RnbAndSoul";126;0.461;0
"Dance";78;0.656;NA
"HipHop";5;0.625;24
"Alternative,Rock";1;0.0777;NA
"Rock";45;0.591;NA
"Pop,RnbAndSoul";32;0.651;NA
"Electronic";35234;0.583;778422
"Vocal,World";4;0.342;84
"HipHop";5;0.522;NA
"ChildrensMusic,SpokenWord";81;0.568;0
"Pop";2;0.666;43
"Country";7165;0.507;12619
"Alternative,Electronic";22;0.627;0
"Alternative";7;0.553;144
"Rock";59;0.226;133
"Alternative,Rock";49;0.537;253
"Pop,Rock";54;0.666;0
"Folk,Rock";1;0.411;NA
"Pop";20;0.386;0
"Folk,Pop";309;0.639;17474
"Rock";59;0.39;1
"ChildrensMusic";7;0.556;14
"Electronic,Jazz";16;0.435;9
"Electronic,Jazz";5;0.32;13
"Rock";28;0.35;NA
"Comedy";308;0.74;85
"Pop";46;0.669;0
"Pop";18;0.743;NA
"Alternative";5;0.582;12
"Country,Rock";298;0.505;0
"Rock";90;0.496;864
"Rock";1;0.361;12
"Rock";75;0.47;NA
"Alternative,Rock";70;0.453;51
"Rock";13;0.202;NA
"Alternative,Rock";9;0.536;15
"HipHop";5;0.748;3
"Latin";239;0.556;35926
"Pop,Rock";2;0.263;NA
"Rock";13;0.579;34
"Rock";5;0.355;4
"Rock";9;0.42;8
"Alternative";1;0.499;NA
"SpokenWord";4;0.718;8863
"SpokenWord";18;0.698;6168
"Dance,Electronic";16;0.739;1917
"Alternative";4;0.264;5
"Electronic,Jazz";50;0.679;768
"Alternative,Pop";39;0.312;1953
"Pop,Rock";3;0.342;NA
"Rock";8;0.516;625
"Dance";9;0.325;NA
"Alternative";39;0.485;NA
"Alternative,Electronic";4;0.671;4
"Rock";2;0.497;NA
"Dance,Electronic";7;0.424;16
"Electronic";2;0.808;NA
"Alternative";8;0.79;373
"HipHop,Pop";165;0.683;0
"Alternative";66;0.587;8
"Electronic,Rock";42;0.544;0
"Alternative";23;0.472;5607
"Electronic";19;0.376;84
"SpokenWord";2;0.622;1406
"World";126;0.654;314
"Pop";20;0.491;NA
"Alternative";247;0.47;NA
"Latin";512;0.694;NA
"HipHop";5;0.879;NA
"Folk";4128;0.547;4128
"Dance,Electronic";1;0.858;6
"Alternative,Pop";1;0.431;4
"Electronic,World";27;0.592;26
"NewAge";10;0.384;NA
"HipHop";1019;0.617;5519
"Rock";464;0.363;1208
"Folk";45;0.409;633
"Blues";26;0.419;0
"Rock";22;0.353;15
"Electronic,Pop";38;0.581;75
"ChildrensMusic";249;0.652;1932
"Blues,Rock";2;0.479;NA
"Rock,RnbAndSoul";122;0.538;159
"Electronic,Pop";1042;0.593;0
"Inspirational";2139;0.281;8207
"Rock";73;0.5;362
"Pop";682;0.416;2298
"NewAge";7;0.236;NA
"Electronic,Rock";463;0.571;0
"Alternative,Rock";16;0.518;9
"Alternative";3;0.608;55
"Holiday";1;0.591;NA
"SpokenWord";1;0.66;0
"World";80;0.647;90
"Alternative,Rock";4;0.197;64
"World";16;0.484;70
"Dance";3;0.41;NA
"Alternative";2;0.442;3
"Rock";1;0.376;56
"Alternative,Electronic";1;0.752;NA
"Dance,Electronic";18;0.611;0
"Rock";5;0.411;12
"Alternative,Rock";3;0.405;13
"Folk";1;0.642;2
"Country,Rock";46;0.557;0
"Alternative";551;0.406;NA
"Rock";25;0.332;0
"Pop,Rock";37;0.636;23
"Rock";14;0.409;0
"Alternative,Rock";98;0.434;14
"Electronic,NewAge";10;0.522;0
"NewAge";567;0.193;NA
"ChildrensMusic";326;0.619;0
"HipHop";1;0.712;NA
"Blues,Rock";687;0.463;6752
"Dance";1;0.811;NA
"Alternative,Pop";66;0.295;9
"Rock";14;0.287;NA
"Country";18;0.68;20
"World";4;0.474;NA
"Pop,Rock";2;0.577;NA
"Folk";199;0.646;86
"HipHop";68;0.882;0
"Rock";244;0.471;NA
"Electronic";751;0.723;4059
"Rock";4;0.686;15
"Alternative,Folk";92;0.534;0
"Pop";463;0.629;1205
"AudioBooks,SpokenWord";21;0.629;0
"Dance,Electronic";7;0.757;36
"Folk,Rock";438;0.475;0
"Folk";13;0.447;0
"Electronic,Rock";62;0.506;0
"Alternative,Rock";16;0.412;0
"Pop";6;0.415;112
"Rock";30;0.413;276
"Pop,Vocal";52;0.649;240
"RnbAndSoul";10;0.428;16
"Country,Folk";102;0.414;233
"Dance,Electronic";8;0.63;1
"Rock";4;0.657;NA
"HipHop";2;0.72;32
"Comedy";2;0.622;2207
"Rock";1;0.531;0
"Alternative,Electronic";4829;0.769;0
"Alternative";46;0.236;289
"Classical";291;0.521;282
"Electronic";2658;0.695;156033
"Folk";28;0.421;17
"Alternative";33;0.37;138
"Pop";933;0.706;NA
"Pop";13;0.405;NA
"Pop";48;0.596;0
"HipHop";66;0.983;6643
"Rock";6704;0.521;16621
"HipHop";63;0.767;1414
"Rock";1;0.34;NA
"Alternative,Pop";14;0.534;0
"HipHop";252;0.651;33700
"Rock";26;0.167;NA
"Alternative";6;0.233;8
"Alternative";144;0.454;0
"Alternative";34;0.633;42
"Dance,Electronic";13;0.804;4
"Electronic";12;0.877;127
"Classical";5;0.331;4
"Dance,NewAge";5;0.641;17
"Electronic";55;0.0613;50
"Folk";41;0.806;NA
"Pop";2;0.479;1
"Pop,Rock";2;0.436;69
"Alternative,Rock";5;0.483;9
"Folk";90;0.884;25
"Dance,Electronic";11;0.602;0
"Alternative";6;0.498;14
"Pop,Rock";9;0.323;NA
"Soundtrack";65;0.407;105
"Alternative,Pop";3;0.387;NA
"Alternative";28;0.451;2
"Dance,Electronic";1;0.715;5
"Alternative,Pop";32481;0.625;47089
"Folk";6;0.38;8
"Rock";5;0.358;NA
"Jazz";7;0.705;NA
"Dance,Electronic";4768;0.559;923
"Dance";16170;0.698;46059
"Holiday";617;0.492;165198
"Rock";12;0.57;0
"Pop";41;0.349;NA
"AudioBooks,SpokenWord";49;0.725;0
"HipHop";1;0.794;7
"Electronic";27435;0.501;NA
"World";20;0.453;1125
"Rock";1;0.146;5
"SpokenWord";18;0.715;6384
"HipHop";7;0.778;1
"Rock";424;0.627;1004
"Electronic";185;0.335;0
"Dance";34;0.316;194
"Electronic";7;0.654;0
"Folk,World";1;0.276;180
"AudioBooks,SpokenWord";7;0.708;13768
"Electronic";9;0.539;NA
"Pop";4;0.69;NA
"Alternative";25;0.375;NA
"Rock";42;0.353;33
"HipHop";14;0.786;80
"Country";3;0.686;25891
"Alternative";11;0.656;0
"Rock";1;0.221;NA
"Alternative,Rock";14;0.281;NA
"Electronic";423;0.36;23983
"Electronic";83;0.805;NA
"Pop,Rock";3;0.692;165
"Alternative";5;0.724;101
"Vocal";5;0.593;NA
"Latin,World";1;0.564;7
"Rock";6;0.534;224
"HipHop,Pop";65;0.617;0
"Dance";8;0.811;15
"Electronic";60;0.547;4346
"Rock";10;0.271;12
"Electronic";1;0.408;11
"Soundtrack";37;0.142;23
"Alternative,Folk";1;0.867;47
"Alternative";22;0.507;303
"Comedy";1;0.566;NA
"Folk,Pop";1;0.622;47
"Alternative,Rock";139;0.589;0
"Electronic";3;0.553;50
"Pop";10;0.384;NA
"Classical,Rock";24;0.37;56
"Pop";5;0.591;54
"Alternative";24;0.467;130
"Rock";1;0.699;7
"Folk,World";5;0.722;NA
"Alternative,Jazz";1;0.0944;33
"Alternative";1;0.549;NA
"Electronic";1;0.522;7
"Pop";56;0.62;129
"Rock";16;0.573;30
"Rock";17;0.176;NA
"Rock";1;0.457;1
"Electronic";18;0.647;3477
"Electronic";2072;0.105;167344
"Comedy";2;0.539;NA
"Rock";20;0.409;72
"Electronic";20;0.495;1789
"Rock";1;0.401;2
"Rock";15;0.243;25
"Pop";52;0.757;15
"Rock";16;0.751;NA
"Alternative,Rock";1;0.572;NA
"Rock";1;0.33;5
"Electronic";5049;0.755;1884
"Jazz";40;0.727;NA
"Electronic";53;0.678;155
"NewAge";251;0.217;NA
"Country,Rock";417;0.246;0
"Pop,Rock";19;0.33;7
"Alternative,Electronic";10;0.543;46
"Reggae";816;0.711;3007
"Electronic";3;0.647;43
"Country,Inspirational";12;0.565;527
"Alternative";44;0.545;NA
"Dance";6;0.602;0
"Rock";182;0.453;217
"Electronic";1;0.805;NA
"Electronic";9;0.523;19
"Rock";70;0.584;282
"Alternative";9;0.638;1
"Electronic";154;0.486;81
"Alternative";5;0.553;16
"Rock";8;0.344;44
"Pop";144;0.556;227
"AudioBooks,SpokenWord";225;0.711;7091
"AudioBooks,SpokenWord";187;0.722;6401
"Electronic";1;0.445;243
"Alternative";1;0.515;1
"Electronic,NewAge";1;0.233;NA
"Rock";15;0.458;2
"Electronic";5300;0.883;14306
"Alternative,Rock";2;0.313;13
"Blues,Country";152;0.402;1217
"Soundtrack";1;0.477;2
"Alternative";3;0.259;10
"Rock";1;0.219;0
"Alternative,Pop";5;0.276;0
"Alternative,Pop";1;0.265;NA
"Pop";240;0.589;150
"Alternative,Pop";25;0.475;17
"Folk,Rock";1;0.521;1
"Rock";85;0.739;1789
"Latin";4573;0.657;2979
"HipHop,RnbAndSoul";3;0.543;1
"NewAge";15069;0.231;60801
"Dance,Electronic";12;0.734;330
"Jazz";5;0.547;NA
"Jazz";18;0.534;635
"Rock";11;0.56;1
"NewAge";67341;0.3;NA
"Rock";24;0.622;NA
"Electronic,Jazz";18;0.834;218
"Electronic";103;0.777;NA
"Latin";11;0.624;NA
"Classical,Soundtrack";487;0.0932;0
"Alternative";27;0.533;0
"Rock";1;0.565;NA
"Alternative";144;0.251;1228
"Pop,Rock";24;0.288;0
"Alternative,Pop";88;0.248;0
"HipHop";36;0.792;100
"Comedy";539;0.563;9144
"NewAge";177;0.168;0
"Country";3;0.673;NA
"HipHop,RnbAndSoul";3;0.752;NA
"Pop";24;0.692;197
"Rock";3;0.556;NA
"Pop";130;0.357;127
"Pop,Rock";28;0.641;29
"Alternative,Pop";1;0.653;4
"Alternative,Rock";28;0.459;0
"HipHop";5;0.59;NA
"Folk";18;0.52;NA
"Alternative";264;0.406;NA
"Rock";1;0.687;2
"Pop,Rock";138;0.598;400
"Dance,Electronic";8;0.91;19
"Latin,Rock";101;0.596;83
"HipHop";1;0.775;1
"Alternative,Rock";6;0.216;13
"Alternative";17;0.374;54
"Comedy";48;0.629;53
"ChildrensMusic";3;0.819;NA
"Pop";105;0.394;135
"Rock";2;0.356;1
"HipHop";42;0.57;NA
"Alternative,Rock";52;0.299;0
"Dance,Electronic";1;0.713;1
"HipHop,SpokenWord";22;0.651;0
"Folk";378;0.545;1072
"Rock";18;0.226;NA
"Alternative,Rock";2;0.2;NA
"HipHop";44259;0.743;157049
"SpokenWord";46;0.718;5841
"HipHop";1;0.55;10
"Dance,Electronic";1;0.804;1
"Dance,Electronic";1;0.798;NA
"Alternative,Electronic";3;0.64;2
"Rock";216;0.0924;237
"Comedy";1;0.689;2207
"HipHop";1;0.444;3
"Rock";16;0.367;145
"Rock";12;0.494;11
"Rock";13;0.335;NA
"Pop,Rock";13;0.434;54
"Alternative,Rock";18;0.312;30
"Alternative,Rock";7;0.426;3
"Alternative,Folk";3;0.524;5
"Alternative";118;0.667;52
"HipHop";29;0.801;0
"HipHop";181;0.76;NA
"Alternative";96;0.433;NA
"Rock";53;0.409;0
"Rock";373;0.327;366
"Folk";787;0.4;56
"Pop,Rock";30;0.629;0
"Soundtrack";1;0.709;2484
"Pop";6;0.497;12
"AudioBooks,SpokenWord";89;0.66;11797
"Rock";84;0.386;52
"Electronic";140;0.523;NA
"Country";46;0.626;126
"Folk,Reggae";57;0.835;550
"Alternative,Latin";31;0.669;12
"Rock";15;0.546;NA
"Alternative,Electronic";6;0.609;0
"Soundtrack";65;0.236;795
"Dance,Electronic";4;0.791;24
"Alternative";21;0.538;63
"Pop,Rock";11;0.595;0
"Alternative,Electronic";3;0.711;55
"AudioBooks,SpokenWord";1;0.642;1
"Alternative,Electronic";71;0.39;143
"Electronic";234;0.355;2151
"Alternative";162;0.395;382
"Rock";597;0.38;505
"Rock";259;0.297;561
"Pop";36;0.598;28
"Rock";30;0.316;15
"Electronic";32;0.791;2368
"HipHop";2;0.77;NA
"Electronic,NewAge";1;0.753;8
"HipHop";95;0.614;0
"HipHop";19;0.746;NA
"Rock";1;0.204;NA
"Blues";2;0.499;113
"HipHop";11;0.416;NA
"Electronic";1;0.654;10
"Alternative";3;0.78;24
"Rock";1;0.47;NA
"Alternative";1;0.543;13
"Rock";24;0.52;217
"Pop";13;0.552;NA
"Dance,Electronic";7;0.513;52
"Alternative,Electronic";27;0.668;12
"Electronic";28;0.479;0
"World";13875;0.313;28994
"Rock";45;0.424;NA
"Pop";1;0.561;2
"SpokenWord";90;0.723;5491
"Classical";412;0.34;0
"Pop";154;0.48;NA
"Pop";6;0.645;8
"Rock";2;0.439;7
"Rock";1;0.221;NA
"Rock";1;0.487;4
"Vocal";1;0.304;NA
"Soundtrack";6;0.0746;3
"Electronic,HipHop";58;0.585;0
"HipHop";4230;0.662;53877
"HipHop";343;0.686;51914
"Dance,Electronic";10;0.588;NA
"AudioBooks,SpokenWord";150;0.703;7091
"Pop,Rock";1;0.607;NA
"Rock";22;0.448;NA
"Rock";35;0.268;29
"HipHop";7;0.701;68
"Alternative";12;0.595;1
"World";2;0.811;17
"Country,Rock";144;0.727;206
"Electronic";23;0.51;0
"Comedy,SpokenWord";62;0.616;0
"Rock";59;0.507;79
"Inspirational,NewAge";80;0.243;NA
"Alternative";5;0.559;1
"World";82;0.438;0
"Folk";4;0.314;12
"Pop";1;0.539;65
"HipHop";14;0.751;NA
"Alternative,World";5;0.729;5
"Electronic,Rock";54;0.438;105
"Classical";25;0.423;624
"Alternative,Rock";3;0.559;15
"Alternative";21;0.561;NA
"Rock";3;0.434;NA
"World";7;0.558;NA
"Electronic";9;0.526;20
"Folk,Rock";19;0.581;23
"Electronic,Rock";23;0.499;0
"Alternative,Electronic";1;0.398;1
"HipHop";13;0.716;14
"Rock";208;0.416;659
"Rock";47192;0.511;157856
"Rock";1;0.608;159
"Dance";42;0.29;574
"Rock";20;0.606;NA
"Folk,World";33;0.26;30
"Alternative";269;0.402;NA
"Rock";31;0.511;36
"Rock";3;0.492;1
"ChildrensMusic";5;0.503;19
"Electronic";2;0.48;1
"Rock";1217;0.417;0
"Electronic";12141;0.546;54536
"HipHop";2;0.812;8
"Alternative";42;0.318;31
"Pop";5;0.682;NA
"Rock";1;0.477;NA
"Dance,Electronic";3;0.795;1079
"Rock";24;0.594;0
"Electronic";17;0.603;106
"Rock";673;0.637;0
"Rock";15;0.38;92
"Rock";1;0.33;0
"Electronic";1;0.444;2
"HipHop";37;0.425;NA
"World";11;0.758;20
"Classical,Holiday";2946;0.163;314
"Alternative,Country";6;0.685;27
"HipHop,Pop";27;0.802;15
"Electronic";17;0.796;1604
"Rock";52;0.494;NA
"Rock";2;0.589;NA
"Alternative,Pop";268;0.433;10213
"Alternative";1;0.57;NA
"Electronic";1;0.225;5
"Electronic";36;0.702;4
"HipHop";8;0.552;NA
"Rock";5;0.227;NA
"Holiday";6740;0.567;36407
"Pop";430;0.226;175
"Electronic";1;0.49;0
"Electronic,Rock";1;0.526;8
"Electronic";31;0.487;26
"Rock";56;0.256;202
"Inspirational,NewAge";192;0.449;0
"Alternative";2;0.601;6
"Classical,Folk";5;0.78;12
"Pop";25;0.584;NA
"Electronic";1;0.588;0
"Comedy";24282;0.556;228416
"HipHop";1;0.751;22
"SpokenWord";243;0.62;2628
"Classical";1;0.227;NA
"Rock";76;0.474;624
"Alternative,Rock";2;0.275;NA
"Electronic,Pop";27;0.475;23
"Vocal";45;0.65;NA
"Alternative,Rock";3;0.201;11
"NewAge";78;0.819;259
"Electronic";3;0.365;9
"HipHop";56;0.654;NA
"Folk";82;0.616;NA
"Pop";668;0.536;366
"Alternative";23;0.64;165
"Alternative";29;0.221;1
"Alternative";152;0.741;419
"Alternative,Rock";23;0.532;485
"Rock";17;0.399;49
"Soundtrack";2;0.227;NA
"World";38;0.701;81
"Alternative,Rock";2;0.809;0
"Jazz";16;0.501;15
"Electronic,HipHop";29;0.583;9
"HipHop";121;0.287;3
"Pop";850;0.727;383
"Dance,NewAge";1;0.756;4
"Alternative,Rock";10;0.524;12
"Electronic";529;0.748;0
"SpokenWord";15;0.722;8098
"Classical";2;0.121;147
"Alternative";2;0.266;NA
"Rock";7;0.513;NA
"Alternative,Rock";49;0.187;0
"Soundtrack";1210;0.167;4482
"Country";223;0.575;768
"Rock";41;0.724;NA
"Electronic";23;0.65;185
"Rock";142;0.483;12
"HipHop,Pop";1;0.405;1
"Rock";31;0.102;NA
"Rock";28;0.316;11
"HipHop";1;0.786;9
"HipHop";6;0.773;NA
"Folk,Pop";43;0.566;NA
"Alternative";177;0.335;505
"Folk";95;0.396;56
"Inspirational,Pop";26;0.446;27
"Dance";173;0.634;0
"Rock";66;0.453;820
"Alternative,Electronic";4;0.664;34
"Electronic,Pop";7;0.767;19
"HipHop";4;0.552;21
"Rock";6;0.247;11
"HipHop,Pop";101;0.562;0
"Electronic";17;0.616;NA
"HipHop";13;0.782;207
"Alternative";1;0.167;NA
"Electronic";375;0.656;104
"Alternative,Rock";6;0.258;65
"Dance";4;0.578;34
"Electronic,HipHop";1;0.76;1
"Rock";778;0.316;899
"Alternative,Rock";274;0.271;343
"Electronic,Pop";18;0.769;0
"Rock";4;0.335;218
"Electronic";4;0.748;1
"Rock";632;0.39;9043
"Dance,Electronic";1;0.655;27
"Alternative,Rock";117;0.289;132
"Pop,Rock";5;0.572;5
"Reggae";2;0.624;NA
"HipHop,RnbAndSoul";9;0.564;3
"Alternative";2;0.302;5
"Pop";1109;0.812;NA
"RnbAndSoul";1;0.667;NA
"Alternative,World";20;0.723;1
"Alternative";1;0.25;30
"Alternative,Pop";296;0.458;9857
"Alternative";168;0.526;954
"Electronic";103;0.714;34
"Country,Pop";59;0.552;0
"Rock";37;0.55;4
"Holiday";1;0.562;NA
"Classical,NewAge";43;0.424;40
"Alternative";108;0.488;NA
"Rock";24;0.471;0
"Rock";30;0.444;25
"NewAge";8;0.365;10
"Electronic,Pop";43;0.572;70
"Dance,Electronic";1;0.499;10
"Rock";5;0.46;11
"Vocal,World";150;0.631;0
"Rock";96;0.406;NA
"Dance,Electronic";40;0.538;0
"Alternative,Rock";4;0.41;30
"Electronic";12;0.143;119
"RnbAndSoul";2;0.35;NA
"Pop,Vocal";5;0.551;15
"Inspirational";89;0.699;3
"Rock";8;0.558;5
"Folk,Rock";104;0.362;297
"Blues";17;0.415;0
"Electronic";256;0.642;7798
"Pop";1;0.806;33
"AudioBooks,SpokenWord";23;0.639;9215
"SpokenWord";16;0.674;8546
"Dance";3;0.774;10
"Classical";73;0.28;12077
"Rock";2;0.195;2
"HipHop";109;0.857;0
"Rock";3;0.52;25
"Alternative";9;0.198;NA
"Pop,Rock";34;0.337;127
"Alternative,Rock";5;0.27;0
"Rock";12524;0.601;24483
"Comedy";10048;0.396;5066
"Pop";1;0.58;NA
"Electronic";13;0.671;3
"Pop,RnbAndSoul";7;0.759;0
"Blues,Rock";24;0.597;227
"Alternative,Rock";2;0.234;30
"Dance,Electronic";2;0.381;141
"Rock";1211;0.195;27580
"Alternative,Rock";1;0.37;3
"Alternative,Rock";22;0.246;0
"Country";23;0.362;NA
"Rock";5;0.366;NA
"HipHop,RnbAndSoul";25;0.636;21
"Dance";6;0.641;190
"Electronic";5;0.773;11
"Pop,Rock";1;0.396;NA
"HipHop";2;0.904;5
"HipHop";1;0.844;NA
"Reggae";4421;0.477;6937
"Alternative";1;0.298;2
"Rock,World";5;0.473;377
"Alternative,Rock";197;0.578;96
"HipHop";16;0.925;13
"Electronic";2;0.473;NA
"Dance";1057;0.658;1151
"Alternative,SpokenWord";20;0.153;221
"Alternative,Rock";1;0.144;NA
"Alternative";136;0.839;NA
"Pop";179;0.617;124
"Pop,Rock";183;0.509;0
"HipHop";32;0.767;6090
"Alternative";1358;0.704;1854
"Electronic,Pop";5;0.57;12
"HipHop";15;0.886;15
"Folk";13;0.572;0
"Rock";14;0.471;26
"Alternative";1;0.113;NA
"Folk";166;0.409;NA
"Folk,Pop";4;0.54;NA
"Electronic,Soundtrack";3;0.754;NA
"Electronic";10;0.845;0
"Pop,Rock";1;0.258;NA
"Dance";3;0.678;NA
"Electronic,HipHop";121;0.454;0
"Alternative";5;0.796;0
"Dance,Electronic";149;0.884;9
"Electronic,Pop";18;0.571;0
"Electronic";418;0.365;469
"Electronic";1;0.654;48
"Blues,Rock";7;0.321;0
"HipHop";5478;0.745;40302
"NewAge";1047;0.642;NA
"Rock";85;0.355;1390
"SpokenWord";1;0.72;140
"Alternative";5;0.631;NA
"Soundtrack";9;0.207;5
"Alternative,Rock";10;0.536;55
"Alternative";181;0.613;NA
"Blues,ChildrensMusic";1;0.606;273
"AudioBooks,NewAge";524;0.503;0
"Alternative,Electronic";1;0.58;4
"Pop";4;0.518;137
"Electronic,Soundtrack";14;0.112;44
"Reggae";2;0.741;3
"Pop";46;0.571;10
"Comedy";23289;0.603;228416
"Alternative,Rock";39;0.328;0
"Dance,Electronic";51;0.676;0
"Rock";7;0.354;4
"Alternative";1;0.348;NA
"RnbAndSoul";1514;0.743;NA
"Alternative";72;0.293;1419
"Alternative,Rock";20;0.259;0
"Rock";17;0.309;5
"Pop";3;0.459;10
"Pop,Rock";30;0.479;0
"Country";68;0.474;NA
"HipHop";27;0.573;17
"SpokenWord";15;0.701;7568
"Alternative";29;0.463;40
"Inspirational,World";3;0.804;29
"Pop";13;0.661;263
"Alternative";1;0.44;84
"Pop,Rock";22;0.362;0
"NewAge";2489;0.139;42010
"Alternative";1;0.263;NA
"Electronic,Soundtrack";10;0.461;16
"Rock";46;0.357;NA
"Dance,Pop";634;0.615;8109
"Alternative";676;0.606;304
"NewAge";13;0.558;NA
"Opera";6;0.444;3
"Rock";922;0.21;449
"Folk";47;0.577;NA
"Alternative";61;0.185;582
"Folk,Pop";91;0.753;0
"Pop,Rock";2;0.615;2
"Dance,HipHop";11;0.718;139
"Rock";1793;0.41;7506
"Vocal";149;0.113;1748
"Pop";211;0.566;355
"RnbAndSoul";2;0.43;1
"Pop";19;0.541;14
"Electronic";26;0.661;13
"Dance";9;0.703;90
"Pop,RnbAndSoul";34;0.714;NA
"Rock";5629;0.327;3799
"Alternative";1;0.323;NA
"Rock";22;0.427;NA
"Rock";5;0.618;NA
"Rock";7986;0.702;117919
"Rock";2;0.238;18
"Alternative";522;0.175;1250
"Alternative,Rock";128;0.3;499
"Soundtrack";83;0.526;NA
"Rock";71;0.656;19
"Rock";14;0.166;0
"Alternative,Rock";1;0.212;12
"Rock";2;0.377;63
"Alternative";159;0.616;436
"Alternative";29;0.552;752
"Electronic,Pop";110;0.488;40
"Alternative,HipHop";20;0.614;25
"HipHop";3;0.93;7
"NewAge";194;0.168;210
"Folk,Pop";4;0.768;NA
"Alternative";13;0.655;84
"HipHop";1;0.718;34
"Alternative";25;0.252;81
"HipHop";3823;0.581;4219
"Folk,Rock";1162;0.418;0
"Rock";51;0.0669;1743
